大分類名,工種名,細別名,基本歩掛名,所要日数作業単位_数量,所要日数作業単位_単位,歩掛作業単位_数量,歩掛作業単位_単位,名称,規格,単位,数量,摘要
トンネル工,機械掘削工法,型枠工(覆工コンクリート) スライドセントル (非常駐車帯用)移動・据付・脱型 （トンネル延長）,,,,1,m,諸雑費,,式,1,
トンネル工,機械掘削工法,防水工 （トンネル延長）,,,,1,m,トンネル世話役,,人,$0.08\times A/10$,表4.61
トンネル工,機械掘削工法,防水工 （トンネル延長）,,,,1,m,トンネル特殊工,,人,$0.15\times A/10$,
トンネル工,機械掘削工法,防水工 （トンネル延長）,,,,1,m,トンネル作業員,,人,$0.08\times A/10$,
トンネル工,機械掘削工法,防水工 （トンネル延長）,,,,1,m,防水工作業台車,L=6.0m,m,1,表4.67~表4.68 機械損料 式4.3
トンネル工,機械掘削工法,防水工 （トンネル延長）,,,,1,m,諸雑費,,式,1,
トンネル工,機械掘削工法,○○○式集塵機運転 （トンネル延長）,,,,1,m,○○○式集塵機運転,定格風量○○m³/min級,週,,表4.37~表4.38 機械運転 ×5 機械損料
トンネル工,(NATM) トンネル濁水処理工,濁水処理設備設置 (処理能力30.60m³/h),,,,1,箇所,土木一般世話役,,人,表3.1,
トンネル工,(NATM) トンネル濁水処理工,濁水処理設備設置 (処理能力30.60m³/h),,,,1,箇所,電工,,人,表3.1,
トンネル工,(NATM) トンネル濁水処理工,濁水処理設備設置 (処理能力30.60m³/h),,,,1,箇所,設備機械工,,人,表3.1,
トンネル工,(NATM) トンネル濁水処理工,濁水処理設備設置 (処理能力30.60m³/h),,,,1,箇所,普通作業員,,人,表3.1,
トンネル工,(NATM) トンネル濁水処理工,濁水処理設備設置 (処理能力30.60m³/h),,,,1,箇所,ラフテレーンクレーン運転,油圧伸縮ジブ型・排出ガス対策型(2014年規制) 25t吊,日,表3.1,機械賃料
トンネル工,(NATM) トンネル濁水処理工,濁水処理設備設置 (処理能力30.60m³/h),,,,1,箇所,諸雑費,,式,1,
トンネル工,(NATM) トンネル濁水処理工,"濁水処理設備撤去 (処理能力30,60m³/h)",,,,1,箇所,土木一般世話役,,人,表3.1,
トンネル工,(NATM) トンネル濁水処理工,"濁水処理設備撤去 (処理能力30,60m³/h)",,,,1,箇所,電工,,人,表3.1,
トンネル工,(NATM) トンネル濁水処理工,"濁水処理設備撤去 (処理能力30,60m³/h)",,,,1,箇所,設備機械工,,人,表3.1,
トンネル工,(NATM) トンネル濁水処理工,"濁水処理設備撤去 (処理能力30,60m³/h)",,,,1,箇所,普通作業員,,人,表3.1,
トンネル工,(NATM) トンネル濁水処理工,"濁水処理設備撤去 (処理能力30,60m³/h)",,,,1,箇所,ラフテレーンクレーン運転,油圧伸縮ジブ型・排出ガス対策型(2014年規制) 25t吊,日,表3.1,機械賃料
トンネル工,(NATM) トンネル濁水処理工,"濁水処理設備撤去 (処理能力30,60m³/h)",,,,1,箇所,諸雑費,,式,1,
トンネル工,(NATM) トンネル濁水処理工,濁水処理設備保守点検,,,,1,回,設備機械工,,人,表3.2,
トンネル工,(NATM) トンネル濁水処理工,濁水処理設備保守点検,,,,1,回,普通作業員,,人,表3.2,
トンネル工,(NATM) トンネル濁水処理工,濁水処理設備保守点検,,,,1,回,諸雑費,,式,1,
トンネル工,(NATM) トンネル濁水処理工,泥土運搬,,,,1,回,ダンプトラック運転,オンロード・ディーゼル 4t積級,日,表3.3,機械損料
トンネル工,(NATM) トンネル濁水処理工,泥土運搬,,,,1,回,諸雑費,,式,1,
トンネル工,(NATM) トンネル濁水処理工,濁水処理設備運転,,,,1,日,電力料,,kWh,,
トンネル工,(NATM) トンネル濁水処理工,濁水処理設備運転,,,,1,日,濁水処理装置運転,処理能力60m³/h,日,,機械損料
トンネル工,(NATM) トンネル濁水処理工,濁水処理設備運転,,,,1,日,諸雑費,,式,1,
トンネル工,仮設備工(防音扉工),防音扉設置・撤去,,,,100,m²,土木一般世話役,,人,表3.1,
トンネル工,仮設備工(防音扉工),防音扉設置・撤去,,,,100,m²,特殊作業員,,人,表3.1,
トンネル工,仮設備工(防音扉工),防音扉設置・撤去,,,,100,m²,普通作業員,,人,表3.1,
トンネル工,仮設備工(防音扉工),防音扉設置・撤去,,,,100,m²,とび工,,人,表3.1,
トンネル工,仮設備工(防音扉工),防音扉設置・撤去,,,,100,m²,溶接工,,人,表3.1,
トンネル工,仮設備工(防音扉工),防音扉設置・撤去,,,,100,m²,ラフテレーンクレーン運転,油圧伸縮ジブ型・排出ガス対策型(第2次基準値)25t吊,日,表3.1,機械賃料
トンネル工,仮設備工(防音扉工),防音扉設置・撤去,,,,100,m²,高所作業車運転,"トラック架装リフト・ブーム型, 標準デッキタイプ・作業床高さ12m",日,表3.1,機械賃料
トンネル工,仮設備工(防音扉工),防音扉設置・撤去,,,,100,m²,諸雑費,,式,1,表3.1
トンネル工,小断面トンネル工 (NATM),ずり出し工 (ダンプトラック運転) （トンネル延長）,,,,1,m,ダンプトラック運転 (トンネル工事用),[オンロード型] 10t積,週,表4.9 機械運転単価表×5,機械損料
トンネル工,小断面トンネル工 (NATM),大型プレーカ運転 (こそく用),,,,1,日,燃料費,,ℓ,,
トンネル工,小断面トンネル工 (NATM),大型プレーカ運転 (こそく用),,,,1,日,大型ブレーカ,トンネル工事用 排出ガス対策型(第1次基準値) 油圧式600~800kg級,日,,機械損料
トンネル工,小断面トンネル工 (NATM),大型プレーカ運転 (こそく用),,,,1,日,諸雑費,,式,1,
トンネル工,小断面トンネル工 (NATM),H形鋼支保工1m (トンネル延長),,,,,,H形鋼支保工曲げ本体,SS400 H-○○○,t,"表4.21,表4.22",
トンネル工,小断面トンネル工 (NATM),吹付コンクリート1m (トンネル延長),,,,,,吹付コンクリート,,m³,表4.10,
トンネル工,小断面トンネル工 (NATM),ロックボルト （トンネル延長）,,,,1,m,ロックボルト,(○○t)以上 付属品含む L=○○m,本,表4.16~表4.19,
トンネル工,小断面トンネル工 (NATM),ロックボルト （トンネル延長）,,,,1,m,注入急結剤,無収縮混和剤,t,必要に応じて計上,
トンネル工,小断面トンネル工 (NATM),火薬1m (トンネル延長),,,,,,火薬,含水爆薬(スラリー),kg,表4.5,雷管は別途計上する。
トンネル工,小断面トンネル工 (NATM),覆工コンクリート,,,,1,m,トンネル世話役,,人,表4.34,
トンネル工,小断面トンネル工 (NATM),覆工コンクリート,,,,1,m,トンネル特殊工,,人,表4.34,
トンネル工,小断面トンネル工 (NATM),覆工コンクリート,,,,1,m,トンネル作業員,,人,表4.34,
トンネル工,小断面トンネル工 (NATM),覆工コンクリート,,,,1,m,コンクリートポンプ車運転,[トラック架装・配管式] 圧送能力55m³/h,週,表4.26 機械運転単価表×5,機械損料
トンネル工,小断面トンネル工 (NATM),覆工コンクリート,,,,1,m,諸雑費(その他機械),,式,1,表4.31
トンネル工,小断面トンネル工 (NATM),覆工コンクリート,,,,1,m,生コンクリート,,m³,表4.30,
トンネル工,小断面トンネル工 (NATM),覆工コンクリート,,,,1,m,防水シート,,m²,表4.29 1.16×A,A: 1m当り防水シート面積 (防水シート数量は、ラップ及び施工面の凹凸を含めたロス16%を加算する)
トンネル工,小断面トンネル工 (NATM),覆工コンクリート,,,,1,m,諸雑費(その他材料),,式,1,表4.32
トンネル工,小断面トンネル工 (NATM),型枠工(覆工コンクリート) スライドセントル移動・据付・脱型 （トンネル延長）,,,,1,m,トンネル世話役,,人,表4.33,
トンネル工,小断面トンネル工 (NATM),型枠工(覆工コンクリート) スライドセントル移動・据付・脱型 （トンネル延長）,,,,1,m,トンネル特殊工,,人,表4.33,
トンネル工,小断面トンネル工 (NATM),型枠工(覆工コンクリート) スライドセントル移動・据付・脱型 （トンネル延長）,,,,1,m,トンネル作業員,,人,表4.33,
トンネル工,小断面トンネル工 (NATM),型枠工(覆工コンクリート) スライドセントル移動・据付・脱型 （トンネル延長）,,,,1,m,スライドセントル,m,1,表4.27 機械損料,
トンネル工,小断面トンネル工 (NATM),型枠工(覆工コンクリート) スライドセントル移動・据付・脱型 （トンネル延長）,,,,1,m,諸雑費,,式,1,
トンネル工,小断面トンネル工 (NATM),防水工 （トンネル延長）,,,,1,m,トンネル世話役,,人,$0.06\times A/10$,表4.24
トンネル工,小断面トンネル工 (NATM),防水工 （トンネル延長）,,,,1,m,トンネル特殊工,,人,$0.14\times A/10$,
トンネル工,小断面トンネル工 (NATM),防水工 （トンネル延長）,,,,1,m,トンネル作業員,,人,$0.12\times A/10$,
トンネル工,小断面トンネル工 (NATM),防水工 （トンネル延長）,,,,1,m,防水工作業台車,L=4.5m,m,1,表4.28 機械損料
トンネル工,小断面トンネル工 (NATM),防水工 （トンネル延長）,,,,1,m,諸雑費,,式,1,
トンネル工,小断面トンネル工 (NATM),○○○式集塵機運転（トンネル延長）,,,,1,m,○○○式集塵機運転,定格風量○○m³/min級,週,表4.14 機械運転単価表×5,機械損料
トンネル工,小断面トンネル工 (NATM),空気圧縮機設備運転,,,,1,箇月,電力料,,kWh,,
トンネル工,小断面トンネル工 (NATM),空気圧縮機設備運転,,,,1,箇月,特殊作業員,,人,表4.36,
トンネル工,小断面トンネル工 (NATM),空気圧縮機設備運転,,,,1,箇月,空気圧縮機運転,定置式・スクリュ型 11.0~12.4m³/min,h,表4.36,機械損料
トンネル工,小断面トンネル工 (NATM),空気圧縮機設備運転,,,,1,箇月,諸雑費,,式,1,
トンネル工,小断面トンネル工 (NATM),空気圧縮機設備設置・撤去,,,,1,基,土木一般世話役,,人,表4.37,
トンネル工,小断面トンネル工 (NATM),空気圧縮機設備設置・撤去,,,,1,基,特殊作業員,,人,表4.37,
トンネル工,小断面トンネル工 (NATM),空気圧縮機設備設置・撤去,,,,1,基,普通作業員,,人,表4.37,
トンネル工,小断面トンネル工 (NATM),空気圧縮機設備設置・撤去,,,,1,基,設備機械工,,人,表4.37,
トンネル工,小断面トンネル工 (NATM),空気圧縮機設備設置・撤去,,,,1,基,とび工,,人,表4.37,
トンネル工,小断面トンネル工 (NATM),空気圧縮機設備設置・撤去,,,,1,基,電工,,人,表4.37,
トンネル工,小断面トンネル工 (NATM),空気圧縮機設備設置・撤去,,,,1,基,ラフテレーンクレーン運転,油圧伸縮ジブ型 排出ガス対策型 (第2次基準値) 低騒音型 25t吊,日,表4.37,機械賃料
トンネル工,小断面トンネル工 (NATM),空気圧縮機設備設置・撤去,,,,1,基,諸雑費,,式,1,
トンネル工,小断面トンネル工 (NATM),吹付プラント組立・解体,,,,1,基,土木一般世話役,,人,表4.38,
トンネル工,小断面トンネル工 (NATM),吹付プラント組立・解体,,,,1,基,特殊作業員,,人,表4.38,
トンネル工,小断面トンネル工 (NATM),吹付プラント組立・解体,,,,1,基,普通作業員,,人,表4.38,
トンネル工,小断面トンネル工 (NATM),吹付プラント組立・解体,,,,1,基,設備機械工,,人,表4.38,
トンネル工,小断面トンネル工 (NATM),吹付プラント組立・解体,,,,1,基,とび工,,人,表4.38,
トンネル工,小断面トンネル工 (NATM),吹付プラント組立・解体,,,,1,基,溶接工,,人,表4.38,
トンネル工,小断面トンネル工 (NATM),吹付プラント組立・解体,,,,1,基,電工,,人,表4.38,
トンネル工,小断面トンネル工 (NATM),吹付プラント組立・解体,,,,1,基,ラフテレーンクレーン運転,油圧伸縮ジブ型・排出ガス対策型 (第2次基準値) 低騒音型 25t吊,日,表4.38,機械賃料
トンネル工,小断面トンネル工 (NATM),吹付プラント組立・解体,,,,1,基,諸雑費,,式,1,
トンネル工,小断面トンネル工 (NATM),スライドセントル組立・解体,,,,1,基,土木一般世話役,,人,表4.39,
トンネル工,小断面トンネル工 (NATM),スライドセントル組立・解体,,,,1,基,特殊作業員,,人,表4.39,
トンネル工,小断面トンネル工 (NATM),スライドセントル組立・解体,,,,1,基,普通作業員,,人,表4.39,
トンネル工,小断面トンネル工 (NATM),スライドセントル組立・解体,,,,1,基,設備機械工,,人,表4.39,
トンネル工,小断面トンネル工 (NATM),スライドセントル組立・解体,,,,1,基,とび工,,人,表4.39,
トンネル工,小断面トンネル工 (NATM),スライドセントル組立・解体,,,,1,基,電工,,人,表4.39,
トンネル工,小断面トンネル工 (NATM),スライドセントル組立・解体,,,,1,基,ラフテレーンクレーン運転,油圧伸縮ジブ型・排出ガス対策型 (第2次基準値) 低騒音型 25t吊,日,表4.39,機械賃料
トンネル工,小断面トンネル工 (NATM),スライドセントル組立・解体,,,,1,基,諸雑費,,式,1,
トンネル工,小断面トンネル工 (NATM),防水工作業台車組立・解体,,,,1,基,土木一般世話役,,人,表4.40,
トンネル工,小断面トンネル工 (NATM),防水工作業台車組立・解体,,,,1,基,特殊作業員,,人,表4.40,
トンネル工,小断面トンネル工 (NATM),防水工作業台車組立・解体,,,,1,基,普通作業員,,人,表4.40,
トンネル工,小断面トンネル工 (NATM),防水工作業台車組立・解体,,,,1,基,設備機械工,,人,表4.40,
トンネル工,小断面トンネル工 (NATM),防水工作業台車組立・解体,,,,1,基,とび工,,人,表4.40,
トンネル工,小断面トンネル工 (NATM),防水工作業台車組立・解体,,,,1,基,電工,,人,表4.40,
トンネル工,小断面トンネル工 (NATM),防水工作業台車組立・解体,,,,1,基,ラフテレーンクレーン運転,油圧伸縮ジブ型・排出ガス対策型 (第2次基準値) 低騒音型 25t吊,日,表4.40,機械賃料
トンネル工,小断面トンネル工 (NATM),防水工作業台車組立・解体,,,,1,基,諸雑費,,式,1,
トンネル工,小断面トンネル工 (NATM),坑外送気管敷設・撤去,,,,1,m,配管工,,人,表4.41,
トンネル工,小断面トンネル工 (NATM),坑外送気管敷設・撤去,,,,1,m,諸雑費,,式,1,
トンネル工,小断面トンネル工 (NATM),仮設備保守費,,,,1,箇月,普通作業員,,人,表4.42,
トンネル工,小断面トンネル工 (NATM),仮設備保守費,,,,1,箇月,設備機械工,,人,表4.42,
トンネル工,小断面トンネル工 (NATM),仮設備保守費,,,,1,箇月,電工,,人,表4.42,
トンネル工,小断面トンネル工 (NATM),仮設備保守費,,,,1,箇月,諸雑費,,式,1,
トンネル工,小断面トンネル工 (NATM),軸流ファン運転,,,,1,式,電力料,,kWh,,
トンネル工,小断面トンネル工 (NATM),軸流ファン運転,,,,1,式,軸流ファン損料,,日,,
トンネル工,小断面トンネル工 (NATM),軸流ファン運転,,,,1,式,風管,,m,,
トンネル工,小断面トンネル工 (NATM),軸流ファン運転,,,,1,式,諸雑費,,式,1,
トンネル工,小断面トンネル工 (NATM),給水設備運転,,,,1,日,電力料,,kWh,,
トンネル工,小断面トンネル工 (NATM),給水設備運転,,,,1,日,小型多段遠心ポンプ運転,片吸込・モータ駆動型 口径65mm 段数4 全揚程45m,台・日,1,表3.4
トンネル工,小断面トンネル工 (NATM),給水設備運転,,,,1,日,水槽,鋼板製簡易水槽,供用日,1.41,
トンネル工,小断面トンネル工 (NATM),給水設備運転,,,,1,日,諸雑費,,式,1,
トンネル工,小断面トンネル工 (NATM),排水設備運転,,,,1,日,電力料,,kWh,,
トンネル工,小断面トンネル工 (NATM),排水設備運転,,,,1,日,工事用水中モータポンプ運転,口径50mm 全揚程20m,台・日,3,表3.5
トンネル工,小断面トンネル工 (NATM),排水設備運転,,,,1,日,諸雑費,,式,1,
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,土木一般世話役,,人,$M\times10/D$,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,特殊作業員,,人,$M\times10/D$,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,普通作業員,,人,$M\times10/D$,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,注入材料,,$m^{3}$,$10\times(1+K)$,"式3.1,表3.5.1,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,高所作業車運転,自走式リフト (ホイール)・ 垂直型作業床高さ 8~9m,日,10/D,"表3.3,表5.1 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,高所作業車運転,自走式リフト (ホイール)・ ブーム型作業床高さ 8~9m,日,10/D,"表3.3,表5.1 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,消耗材料費,,式,1,"必要量計上,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,10,m³,諸雑費,,式,1,"表3.4.1,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,土木一般世話役,,人,$1\times10/D$,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,特殊作業員,,人,$3\times10/D$,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,普通作業員,,人,$1\times10/D$,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,注入材料,標準密度 (30kg/m³),kg,$30\times(1+K)\times10$,"式3.2,表3.5.1, 表3.5.2,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,トラック運転,クレーン装置付・ ベーストラック 4t級 吊能力 2.9t,日,10/D,"表3.1,表3.3 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,高所作業車運転,"[トラック架装・伸縮プーム・プラットフォーム型] 作業床高9.9m 積載荷重1,000kg",日,10/D,"表3.3,表5.2 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,消耗材料費,,式,1,"必要量計上,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,10,m³,諸雑費,,式,1,"表3.4.2,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,10,孔,土木一般世話役,,人,$1\times10/D$,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,10,孔,特殊作業員,,人,$3\times10/D$,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,10,孔,普通作業員,,人,$2\times10/D$,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,10,孔,高所作業車運転,自走式リフト (ホイール)・ 垂直型作業床高さ 8~9m,日,10/D,"表4.3,表5.1 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,10,孔,目詰材料費,,式,1,"必要量計上,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,10,孔,諸雑費,,式,1,",,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,10,孔,土木一般世話役,,人,M×10/D,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,10,孔,特殊作業員,,人,M×10/D,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,10,孔,普通作業員,,人,M×10/D,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,10,孔,トラック運転,クレーン装置付。 ベーストラック 4t級 吊能力2.9t,日,10/D,"表4.1,表4.3 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,10,孔,高所作業車運転,"[トラック架装・伸縮プー ・プラットフォーム型] 作業床高9.9m 積載荷重1,000kg",日,10/D,"表4.3,表5.2 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,10,孔,目詰材料費,,式,1,"必要量計上,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,10,孔,諸雑費,,式,1,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,1,基,橋りょう世話役,,人,$1/D_{n}\times1$,"表4.1,表4.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,1,基,橋りょう特殊工,,人,$1/D_{n}\times3$,"表4.1,表4.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,1,基,普通作業員,,人,$1/D_{n}\times1$,"表4.1,表4.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,1,基,支承据付材料,,m³,必要数量計上,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,1,基,ラフテレーンクレーン,油圧伸縮ジブ型。 排出ガス対策型 (2014年規制)25t吊,日,$1/D_{n}$,"表4.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,1,基,諸雑費,,式,1,"表4.1,表4.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,地組工 (鈑桁・ラーメン (鈑桁形式)・少数1桁(鈑桁形式)),,,,1,t,橋りょう世話役,,人,$1/D_{g}\times1$,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,地組工 (鈑桁・ラーメン (鈑桁形式)・少数1桁(鈑桁形式)),,,,1,t,橋りょう特殊工,,人,$1/D_{g}\times5$,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,地組工 (鈑桁・ラーメン (鈑桁形式)・少数1桁(鈑桁形式)),,,,1,t,諸雑費,,式,1,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,地組工 (箱桁・ラーメン (箱桁形式)・細幅箱桁(箱桁形式)),,,,1,t,橋りょう世話役,,人,$1/D_{g}\times1$,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,地組工 (箱桁・ラーメン (箱桁形式)・細幅箱桁(箱桁形式)),,,,1,t,橋りょう特殊工,,人,$1/D_{g}\times6$,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,地組工 (箱桁・ラーメン (箱桁形式)・細幅箱桁(箱桁形式)),,,,1,t,諸雑費,,式,1,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (鈑桁・ラーメン (鈑桁形式)・少数1桁(鈑桁形式))",,,,10,t,橋りょう世話役,,人,$10/D_{w}\times1$,"表6.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (鈑桁・ラーメン (鈑桁形式)・少数1桁(鈑桁形式))",,,,10,t,橋りょう特殊工,,人,$10/D_{w}\times5$,"表6.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (鈑桁・ラーメン (鈑桁形式)・少数1桁(鈑桁形式))",,,,10,t,諸雑費,,式,1,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (箱桁・ラーメン (箱桁形式)・細幅箱桁(箱桁形式))",,,,10,t,橋りょう世話役,,人,$10/D_{w}\times1$,"表6.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (箱桁・ラーメン (箱桁形式)・細幅箱桁(箱桁形式))",,,,10,t,橋りょう特殊工,,人,$10/D_{w}\times6$,"表6.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (箱桁・ラーメン (箱桁形式)・細幅箱桁(箱桁形式))",,,,10,t,諸雑費,,式,1,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (鈑桁・箱桁・ラーメン)",,,,10,t,橋りょう世話役,,人,$10/D_{w}\times1$,"表6.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (鈑桁・箱桁・ラーメン)",,,,10,t,橋りょう特殊工,,人,$10/D_{w}\times7$,"表6.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (鈑桁・箱桁・ラーメン)",,,,10,t,普通作業員,,人,$10/D_{w}\times1$,"表6.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (鈑桁・箱桁・ラーメン)",,,,10,t,諸雑費,,式,1,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (トラス)",,,,10,t,橋りょう世話役,,人,$10/D_{w}\times1$,"表6.3,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (トラス)",,,,10,t,橋りょう特殊工,,人,$10/D_{w}\times7$,"表6.3,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (トラス)",,,,10,t,普通作業員,,人,$10/D_{w}\times1$,"表6.3,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (トラス)",,,,10,t,諸雑費,,式,1,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,本締め工,,,,100,本,橋りょう世話役,,人,$100/D_{q}\times1$,"表7.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,本締め工,,,,100,本,橋りょう特殊工,,人,$100/D_{q}\times5$,"表7.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,本締め工,,,,100,本,本締めボルト,,本,100,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,本締め工,,,,100,本,諸雑費,,式,1,"表7.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,落橋防止装置取付工,,,,1,組,橋りょう世話役,,人,$1/D_{k}\times1$,"表8.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,落橋防止装置取付工,,,,1,組,橋りょう特殊工,,人,$1/D_{k}\times3$,"表8.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,落橋防止装置取付工,,,,1,組,落橋防止装置,,組,1,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,落橋防止装置取付工,,,,1,組,ラフテレーンクレーン,油圧伸縮ジブ型・ 排出ガス対策型 (2014年規制)25t吊,日,1/D,"表8.1 機械賃料,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,落橋防止装置取付工,,,,1,組,諸雑費,,式,1,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント設備 (設置・撤去+損料),,,,1,工事,橋りょう世話役,,人,T/D₁×1,"表11.3,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント設備 (設置・撤去+損料),,,,1,工事,橋りょう特殊工,,人,T/D₁×5,"表11.3,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント設備 (設置・撤去+損料),,,,1,工事,ベント設備,,供用日,,"表13.1 機械損料,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント設備 (設置・撤去+損料),,,,1,工事,ベント用足場,,供用日,,"表11.3 付表 機械損料,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント設備 (設置・撤去+損料),,,,1,工事,ラフテレーンクレーン,油圧伸縮ジブ型・ 排出ガス対策型 (2014年規制)25t吊,日,T/D,"表11.3 機械賃料,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント設備 (設置・撤去+損料),,,,1,工事,諸雑費,,式,1,"表11.3,,,,,,,"
